Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,L_SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,EWAD,CWAD,G_AD,GWGD,HIAD,T_AD,WSPD,WSGD,EWSD,NSTD,KSTD,LN_D,SH_D,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,SNW0C,SNW1C,DTTC
12,CRDA1201,RICER048,1,1,2012-07-24,54,11,3,1,0.02,12,1,0,4,0,12,0,0,0,60,0,0,0,0,0,0,0,198.4,0,0,0.25,0.96,0.5,0,0,0,0,0,207
13,CRDA1201,RICER048,1,1,2012-07-25,55,12,4,1,0.03,14,1,0,5,0,14,0,0,0,60,0,0,0,0,0,0,0,195.7,0,0,0.28,0.96,0.5,0.01,0,0,0,0,225
14,CRDA1201,RICER048,1,1,2012-07-26,56,13,4,2,0.03,16,1,0,6,0,17,0,0,0,60,0,0,0,0,0,0,0,191.3,0,0,0.31,0.96,0.5,0.01,0,0,0,0,243
15,CRDA1201,RICER048,1,1,2012-07-27,57,14,4,2,0.04,19,1,0,8,0,21,0,0,0,60,0,0,0,0,0,0,0,187.5,0,0,0.35,0.95,0.5,0.02,0,0,0,0,261
16,CRDA1201,RICER048,1,1,2012-07-28,58,15,5,2,0.04,22,2,0,9,0,24,0,0,0,60,0,0,0,0,0,0,0,184.9,0,0,0.38,0.95,0.51,0.02,0,0,0,0,278
17,CRDA1201,RICER048,1,1,2012-07-29,59,16,5,2,0.05,25,2,0,12,0,27,0,0,0,60,0,0,0,0,0,0,0,182.9,0,0,0.41,0.95,0.51,0.02,0.01,0,0,0,295
18,CRDA1201,RICER048,1,1,2012-07-30,60,17,5,2,0.05,28,3,0,16,0,30,0,0,0,60,0,0,0,0,0,0,0,181.1,0,0,0.44,0.96,0.51,0.03,0.01,0,0,0,313
19,CRDA1201,RICER048,1,1,2012-07-31,61,18,6,2,0.06,31,6,0,18,0,38,0,0,0,69,0,0,0,0,0,0,0,190.7,0,0,0.47,0.96,0.52,0.04,0.02,0,0,0,331
20,CRDA1201,RICER048,1,1,2012-08-01,62,19,6,2,0.07,34,9,0,19,0,43,0,0,0,75,0,0,0,0,0,0,0,190,0,0,0.5,0.96,0.52,0.04,0.03,0,0,0,347
21,CRDA1201,RICER048,1,1,2012-08-02,63,20,6,2,0.07,39,12,0,21,0,51,0,0,0,81,0,0,0,0,0,0,0,189,0,0,0.53,0.96,0.52,0.05,0.03,0,0,0,364
22,CRDA1201,RICER048,1,1,2012-08-03,64,21,6,3,0.08,45,16,0,22,0,60,0,0,0,86,0,0,0,0,0,0,0,186.7,0,0,0.57,0.96,0.52,0.05,0.03,0.01,0,0,382
23,CRDA1201,RICER048,1,1,2012-08-04,65,22,7,3,0.09,51,18,0,23,0,69,0,0,0,88,0,0,0,0,0,0,0,184.7,0,0,0.6,0.95,0.52,0.05,0.04,0.01,0,0,400
24,CRDA1201,RICER048,1,1,2012-08-05,66,23,7,3,0.11,58,23,0,25,0,81,0,0,0,90,0,0,0,0,0,0,0,183.2,0,0,0.63,0.95,0.52,0.05,0.04,0.01,0,0,417
25,CRDA1201,RICER048,1,1,2012-08-06,67,24,7,3,0.12,65,31,0,28,0,96,0,0,0,90,0,0,0,0,0,0,0,181.8,0,0,0.66,0.95,0.52,0.06,0.04,0.01,0,0,434
26,CRDA1201,RICER048,1,1,2012-08-07,68,25,8,3,0.13,73,40,0,30,0,113,0,0,0,90,0,0,0,0,0,0,0,180.7,0,0,0.69,0.95,0.52,0.06,0.05,0.02,0,0,451
27,CRDA1201,RICER048,1,1,2012-08-08,69,26,8,3,0.15,81,45,0,32,0,126,0,0,0,90,0,0,0,0,0,0,0,179.7,0,0,0.72,0.95,0.53,0.07,0.05,0.02,0,0,468
28,CRDA1201,RICER048,1,1,2012-08-09,70,27,8,3,0.16,89,55,0,35,0,144,0,0,0,90,0,0,0,0,0,0,0,178.9,0,0,0.75,0.95,0.53,0.07,0.05,0.03,0,0,484
29,CRDA1201,RICER048,1,1,2012-08-10,71,28,8,3,0.17,96,71,0,39,0,166,0,0,0,90,0,0,0,0,0,0,0,178.1,0,0,0.78,0.95,0.53,0.07,0.06,0.03,0,0,501
30,CRDA1201,RICER048,1,1,2012-08-11,72,29,9,3,0.19,105,80,0,42,0,185,0,0,0,90,0,0,0,0,0,0,0,177.4,0,0,0.82,0.95,0.53,0.08,0.06,0.04,0,0,518
31,CRDA1201,RICER048,1,1,2012-08-12,73,30,9,3,0.2,112,97,0,46,0,209,0,0,0,90,0,0,0,0,0,0,0,176.6,0,0,0.85,0.95,0.54,0.09,0.07,0.04,0,0,536
32,CRDA1201,RICER048,1,1,2012-08-13,74,31,9,3,0.21,120,114,0,49,0,234,0,0,0,90,0,0,0,0,0,0,0,176,0,0,0.88,0.95,0.54,0.09,0.08,0.05,0,0,553
33,CRDA1201,RICER048,1,1,2012-08-14,75,32,9,3,0.23,128,132,0,54,0,261,0,0,0,90,0,0,0,0,0,0,0,175.4,0,0,0.91,0.95,0.54,0.1,0.08,0.06,0,0,570
34,CRDA1201,RICER048,1,1,2012-08-15,76,33,10,3,0.24,138,144,0,57,0,282,0,0,0,90,0,0,0,0,0,0,0,174.8,0,0,0.94,0.96,0.55,0.1,0.09,0.06,0,0,588
35,CRDA1201,RICER048,1,1,2012-08-16,77,34,10,3,0.26,147,162,0,61,0,309,0,0,0,90,0,0,0,0,0,0,0,174.3,0,0,0.97,0.96,0.55,0.11,0.09,0.07,0,0,605
36,CRDA1201,RICER048,1,1,2012-08-17,78,35,10,3,0.28,158,185,0,66,0,343,0,0,0,90,0,0,0,0,0,0,0,173.8,0,0,1,0.96,0.56,0.12,0.1,0.08,0,0,622
37,CRDA1201,RICER048,1,1,2012-08-18,79,36,10,3,0.29,166,202,0,70,0,368,0,0,0,90,0,0,0,0,0,0,0,173.3,0,0,1,0.96,0.56,0.12,0.11,0.08,0,0,638
38,CRDA1201,RICER048,1,1,2012-08-19,80,37,11,3,0.31,177,224,0,75,0,401,0,0,0,90,0,0,0,0,0,0,0,172.7,0,0,1,0.97,0.56,0.13,0.11,0.09,0,0,655
39,CRDA1201,RICER048,1,1,2012-08-20,81,38,11,3,0.32,186,256,0,82,0,442,0,0,0,90,0,0,0,0,0,0,0,172.2,0,0,1,0.97,0.57,0.14,0.12,0.1,1,0,672
40,CRDA1201,RICER048,1,1,2012-08-21,82,39,11,3,0.33,195,284,0,88,0,480,0,0,0,90,0,0,0,0,0,0,0,171.5,0,0,1,0.97,0.58,0.15,0.13,0.11,1,0,689
41,CRDA1201,RICER048,1,1,2012-08-22,83,40,11,3,0.35,204,310,0,93,0,514,0,0,0,90,0,0,0,0,0,0,0,170.8,0,0,1,0.98,0.59,0.16,0.14,0.12,1,0,706
42,CRDA1201,RICER048,1,1,2012-08-23,84,41,11,3,0.36,213,339,0,99,0,552,0,0,0,90,0,0,0,0,0,0,0,170.2,0,0,1,0.98,0.59,0.16,0.15,0.13,1,0,722
43,CRDA1201,RICER048,1,1,2012-08-24,85,42,12,3,0.38,223,369,0,105,0,592,0,0,0,90,0,0,0,0,0,0,0,169.4,0,0,1,0.99,0.6,0.17,0.16,0.13,1,0,739
44,CRDA1201,RICER048,1,1,2012-08-25,86,43,12,3,0.39,231,389,0,109,0,620,0,0,0,90,0,0,0,0,0,0,0,168.6,0,0,1,0.99,0.61,0.18,0.17,0.14,2,0,755
45,CRDA1201,RICER048,1,1,2012-08-26,87,44,12,4,0.39,231,427,0,114,0,658,0,0,0,89,0,0,0,0,0,0,0,167.8,0,0,1,1,0.61,0.19,0.17,0.15,2,0,771
46,CRDA1201,RICER048,1,1,2012-08-27,88,45,12,4,0.39,231,468,0,120,0,700,0,0,0,89,0,0,0,0,0,0,0,167,0,0,1,1,0.62,0.2,0.18,0.16,2,0,788
47,CRDA1201,RICER048,1,1,2012-08-28,89,46,12,4,0.38,231,517,0,128,0,748,0,0,0,89,0,0,0,0,0,0,0,166.2,0,0,1,1.01,0.62,0.21,0.19,0.17,3,0,805
48,CRDA1201,RICER048,1,1,2012-08-29,90,47,12,4,0.38,231,565,0,135,0,796,0,0,0,88,0,0,0,0,0,0,0,165.4,0,0,1,1.01,0.63,0.22,0.2,0.18,3,0,822
49,CRDA1201,RICER048,1,1,2012-08-30,91,48,12,4,0.38,231,608,0,141,0,839,0,0,0,88,0,0,0,0,0,0,0,164.6,0,0,1,1.02,0.64,0.23,0.22,0.19,4,0,839
50,CRDA1201,RICER048,1,1,2012-08-31,92,49,12,4,0.38,231,647,0,147,0,878,0,0,0,88,0,0,0,0,0,0,0,163.8,0,0,1,1.03,0.65,0.24,0.23,0.2,4,0,855
51,CRDA1201,RICER048,1,1,2012-09-01,93,50,12,4,0.38,231,687,0,152,0,918,0,0,0,87,0,0,0,0,0,0,0,162.9,0,0,1,1.03,0.66,0.25,0.23,0.21,5,0,871
52,CRDA1201,RICER048,1,1,2012-09-02,94,51,12,5,0.37,231,590,92,155,135,956,343,39.3,0.097,87,0,0,0,0,0,0,68.75,162.1,0,0,1,1.04,0.66,0.26,0.24,0.22,6,0,887
53,CRDA1201,RICER048,1,1,2012-09-03,95,52,12,5,0.37,231,619,105,158,147,997,391,37.8,0.106,87,0,0,0,0,0,0,71.5,161.3,0,0,1,1.04,0.67,0.26,0.25,0.23,7,0,903
54,CRDA1201,RICER048,1,1,2012-09-04,96,53,12,5,0.37,231,652,119,161,161,1043,439,36.6,0.114,87,0,0,0,0,0,0,73.83,160.4,0,0,1,1.04,0.67,0.27,0.25,0.23,7,0,920
55,CRDA1201,RICER048,1,1,2012-09-05,97,54,12,5,0.37,231,677,132,164,174,1082,488,35.6,0.122,87,0,0,0,0,0,0,75.8,159.5,0,0,1,1.04,0.67,0.27,0.26,0.24,8,0,937
56,CRDA1201,RICER048,1,1,2012-09-06,98,55,12,5,0.37,231,704,143,167,185,1119,530,34.9,0.128,87,0,0,0,0,0,0,77.28,158.6,0,0,1,1.04,0.68,0.28,0.27,0.24,9,0,952
57,CRDA1201,RICER048,1,1,2012-09-07,99,56,12,5,0.36,231,722,169,170,211,1164,627,33.7,0.145,87,0,0,0,0,0,0,80.11,157.7,0,0,1,1.04,0.68,0.28,0.27,0.25,10,0,968
58,CRDA1201,RICER048,1,1,2012-09-08,100,57,12,5,0.36,231,742,196,173,238,1211,727,32.8,0.162,87,0,0,0,0,0,0,82.36,156.8,0,0,1,1.05,0.68,0.29,0.28,0.25,11,0,985
59,CRDA1201,RICER048,1,1,2012-09-09,101,58,12,5,0.36,231,749,223,175,265,1244,825,32.1,0.179,87,0,0,0,0,0,0,84.12,155.9,0,0,1,1.05,0.69,0.3,0.28,0.26,12,0,1002
60,CRDA1201,RICER048,1,1,2012-09-10,102,59,12,5,0.36,231,766,249,178,291,1287,923,31.6,0.194,87,0,0,0,0,0,0,85.56,154.9,0,0,1,1.05,0.69,0.3,0.29,0.26,13,0,1019
61,CRDA1201,RICER048,1,1,2012-09-11,103,60,12,5,0.35,230,783,275,181,317,1331,1020,31.1,0.207,87,0,0,0,0,0,0,86.76,154,0,0,1,1.05,0.69,0.31,0.29,0.27,14,0,1036
62,CRDA1201,RICER048,1,1,2012-09-12,104,61,12,5,0.35,230,796,302,184,344,1370,1118,30.8,0.22,87,0,0,0,0,0,0,87.77,152.9,0,0,1,1.05,0.7,0.31,0.3,0.28,16,0,1054
63,CRDA1201,RICER048,1,1,2012-09-13,105,62,12,5,0.35,230,808,327,186,369,1408,1212,30.5,0.232,87,0,0,0,0,0,0,88.62,151.9,0,0,1,1.05,0.7,0.32,0.3,0.28,17,0,1071
64,CRDA1201,RICER048,1,1,2012-09-14,106,63,12,5,0.35,230,821,352,189,394,1445,1302,30.2,0.243,87,0,0,0,0,0,0,89.32,150.9,0,0,1,1.05,0.7,0.32,0.31,0.29,18,0,1088
65,CRDA1201,RICER048,1,1,2012-09-15,107,64,12,5,0.34,230,833,375,191,417,1481,1389,30,0.253,87,0,0,0,0,0,0,89.92,149.8,0,0,1,1.05,0.7,0.32,0.31,0.29,20,0,1105
66,CRDA1201,RICER048,1,1,2012-09-16,108,65,12,5,0.34,230,845,397,193,439,1515,1472,29.9,0.262,87,0,0,0,0,0,0,90.43,148.7,0,0,1,1.06,0.71,0.33,0.32,0.29,21,0,1121
67,CRDA1201,RICER048,1,1,2012-09-17,109,66,12,5,0.34,230,856,421,194,463,1549,1557,29.7,0.271,87,0,0,0,0,0,0,90.91,147.5,0,0,1,1.06,0.71,0.33,0.32,0.3,23,0,1138
68,CRDA1201,RICER048,1,1,2012-09-18,110,67,12,5,0.34,230,861,443,196,485,1576,1640,29.6,0.281,87,0,0,0,0,0,0,91.33,146.4,0,0,1,1.06,0.71,0.34,0.32,0.3,25,0,1155
69,CRDA1201,RICER048,1,1,2012-09-19,111,68,12,5,0.33,230,869,464,197,506,1605,1720,29.4,0.289,87,0,0,0,0,0,0,91.7,145.2,0,0,1,1.05,0.71,0.34,0.33,0.31,26,0,1171
70,CRDA1201,RICER048,1,1,2012-09-20,112,69,12,5,0.33,230,870,485,197,527,1627,1797,29.3,0.298,87,0,0,0,0,0,0,92.02,143.9,0,0,1,1.05,0.71,0.34,0.33,0.31,28,0,1187
71,CRDA1201,RICER048,1,1,2012-09-21,113,70,12,5,0.33,230,878,506,199,548,1656,1873,29.2,0.305,87,0,0,0,0,0,0,92.33,142.7,0,0,1,1.05,0.71,0.34,0.33,0.31,30,0,1204
72,CRDA1201,RICER048,1,1,2012-09-22,114,71,12,5,0.32,230,889,526,200,568,1687,1948,29.2,0.312,87,0,0,0,0,0,0,92.6,141.4,0,0,1,1.05,0.71,0.35,0.33,0.31,32,0,1220
73,CRDA1201,RICER048,1,1,2012-09-23,115,72,12,5,0.32,230,894,546,201,588,1711,2021,29.1,0.319,87,0,0,0,0,0,0,92.85,140,0,0,1,1.05,0.72,0.35,0.34,0.32,34,0,1236
74,CRDA1201,RICER048,1,1,2012-09-24,116,73,12,5,0.32,230,903,566,202,608,1740,2095,29,0.325,87,0,0,0,0,0,0,93.08,138.7,0,0,1,1.05,0.72,0.35,0.34,0.32,36,0,1253
75,CRDA1201,RICER048,1,1,2012-09-25,117,74,12,5,0.31,229,913,585,203,627,1770,2168,28.9,0.331,87,0,0,0,0,0,0,93.3,137.3,0,0,1,1.05,0.72,0.36,0.34,0.32,38,0,1270
76,CRDA1201,RICER048,1,1,2012-09-26,118,75,12,5,0.31,229,924,605,205,647,1800,2240,28.9,0.336,87,0,0,0,0,0,0,93.5,135.8,0,0,1,1.05,0.72,0.36,0.35,0.33,40,0,1287
77,CRDA1201,RICER048,1,1,2012-09-27,119,76,12,5,0.31,229,932,624,206,666,1827,2309,28.8,0.341,87,0,0,0,0,0,0,93.68,134.4,0,0,1,1.05,0.72,0.36,0.35,0.33,43,0,1304
78,CRDA1201,RICER048,1,1,2012-09-28,120,77,12,5,0.3,229,935,642,206,684,1848,2377,28.8,0.347,87,0,0,0,0,0,0,93.85,132.9,0,0,1,1.05,0.72,0.36,0.35,0.33,45,0,1321
79,CRDA1201,RICER048,1,1,2012-09-29,121,78,12,5,0.3,229,939,659,206,701,1869,2439,28.7,0.352,87,0,0,0,0,0,0,94,131.3,0,0,1,1.05,0.72,0.37,0.35,0.33,48,0,1337
80,CRDA1201,RICER048,1,1,2012-09-30,122,79,12,5,0.3,229,947,676,207,718,1894,2504,28.7,0.357,87,0,0,0,0,0,0,94.14,129.7,0,0,1,1.04,0.72,0.37,0.36,0.34,50,0,1354
81,CRDA1201,RICER048,1,1,2012-10-01,123,80,12,5,0.29,229,956,693,208,735,1920,2567,28.6,0.361,87,0,0,0,0,0,0,94.28,128.1,0,0,1,1.04,0.72,0.37,0.36,0.34,53,0,1371
82,CRDA1201,RICER048,1,1,2012-10-02,124,81,12,5,0.29,229,961,711,208,753,1943,2632,28.6,0.366,87,0,0,0,0,0,0,94.41,126.5,0,0,1,1.04,0.72,0.37,0.36,0.34,56,0,1388
83,CRDA1201,RICER048,1,1,2012-10-03,125,82,12,5,0.29,226,961,729,209,771,1958,2699,28.6,0.372,87,0,0,0,0,0,0,94.55,126.4,0,0,1,1.04,0.72,0.37,0.36,0.34,59,0,1405
84,CRDA1201,RICER048,1,1,2012-10-04,126,83,12,6,0.29,226,961,729,209,771,1958,2699,28.6,0.372,87,0,0,0,0,0,0,94.55,126.4,0,0,1,1.04,0.72,0.38,0.36,0.34,59,0,1421
85,CRDA1201,RICER048,1,1,2012-10-05,127,84,12,20,0.29,226,961,729,209,771,1958,2699,28.6,0.372,87,0,0,0,0,0,0,94.55,126.4,0,0,1,1.04,0.72,0.38,0.37,0.35,59,0,1421
86,CRDA1201,RICER048,1,1,2012-10-06,128,85,12,20,0.29,226,961,729,209,771,1958,2699,28.6,0.372,87,0,0,0,0,0,0,94.55,126.4,0,0,1,1.04,0.72,0.38,0.37,0.35,59,0,1438
