Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,DAP,L_SD,GSTD,LAID,LWAD,SWAD,GWAD,RWAD,EWAD,CWAD,G_AD,GWGD,HIAD,T_AD,WSPD,WSGD,EWSD,NSTD,KSTD,LN_D,SH_D,SLAD,CHTD,CWID,RDPD,RL1D,RL2D,RL3D,RL4D,RL5D,SNW0C,SNW1C,DTTC
13,CRDA1201,RICER048,1,1,2012-07-25,55,12,3,1,0.02,12,1,0,5,0,12,0,0,0,60,0,0,0,0,0,0,0,198.1,0,0,0.29,0.98,0.5,0.01,0,0,0,0,233
14,CRDA1201,RICER048,1,1,2012-07-26,56,13,4,1,0.03,14,1,0,6,0,14,0,0,0,60,0,0,0,0,0,0,0,217.5,0,0,0.33,0.98,0.5,0.01,0,0,0,0,251
15,CRDA1201,RICER048,1,1,2012-07-27,57,14,4,1,0.03,16,1,0,7,0,17,0,0,0,60,0,0,0,0,0,0,0,212.5,0,0,0.36,0.98,0.5,0.01,0,0,0,0,269
16,CRDA1201,RICER048,1,1,2012-07-28,58,15,4,1,0.04,18,1,0,9,0,19,0,0,0,60,0,0,0,0,0,0,0,208.6,0,0,0.39,0.98,0.5,0.02,0,0,0,0,287
17,CRDA1201,RICER048,1,1,2012-07-29,59,16,5,1,0.04,21,1,0,10,0,21,0,0,0,60,0,0,0,0,0,0,0,205.5,0,0,0.42,0.98,0.51,0.02,0.01,0,0,0,304
18,CRDA1201,RICER048,1,1,2012-07-30,60,17,5,1,0.05,24,1,0,11,0,25,0,0,0,213,0,0,0,0,0,0,0,200.4,0,0,0.45,0.98,0.51,0.02,0.01,0,0,0,321
19,CRDA1201,RICER048,1,1,2012-07-31,61,18,5,1,0.05,27,1,0,13,0,28,0,0,0,225,0,0,0,0,0,0,0,198.2,0,0,0.49,0.97,0.51,0.03,0.01,0,0,0,339
20,CRDA1201,RICER048,1,1,2012-08-01,62,19,5,1,0.06,29,1,0,14,0,30,0,0,0,225,0,0,0,0,0,0,0,196.9,0,0,0.52,0.97,0.51,0.03,0.02,0,0,0,356
21,CRDA1201,RICER048,1,1,2012-08-02,63,20,6,1,0.06,33,1,0,16,0,34,0,0,0,247,0,0,0,0,0,0,0,195.2,0,0,0.55,0.97,0.51,0.03,0.02,0,0,0,374
22,CRDA1201,RICER048,1,1,2012-08-03,64,21,6,1,0.07,36,1,0,18,0,37,0,0,0,254,0,0,0,0,0,0,0,194.1,0,0,0.58,0.97,0.51,0.04,0.02,0.01,0,0,390
23,CRDA1201,RICER048,1,1,2012-08-04,65,22,6,1,0.08,41,1,0,21,0,41,0,0,0,265,0,0,0,0,0,0,0,191.1,0,0,0.61,0.97,0.51,0.04,0.03,0.01,0,0,407
24,CRDA1201,RICER048,1,1,2012-08-05,66,23,6,1,0.08,45,1,0,23,0,46,0,0,0,277,0,0,0,0,0,0,0,188.7,0,0,0.64,0.97,0.51,0.05,0.03,0.02,0,0,423
25,CRDA1201,RICER048,1,1,2012-08-06,67,24,6,1,0.09,51,1,0,26,0,51,0,0,0,290,0,0,0,0,0,0,0,186.2,0,0,0.67,0.97,0.51,0.05,0.03,0.02,0,0,441
26,CRDA1201,RICER048,1,1,2012-08-07,68,25,7,1,0.1,57,1,0,29,0,57,0,0,0,304,0,0,0,0,0,0,0,184.2,0,0,0.7,0.97,0.52,0.05,0.04,0.03,0,0,459
27,CRDA1201,RICER048,1,1,2012-08-08,69,26,7,2,0.11,61,8,0,31,0,70,0,0,0,314,0,0,0,0,0,0,0,184,0,0,0.73,0.97,0.52,0.06,0.05,0.03,0,0,477
28,CRDA1201,RICER048,1,1,2012-08-09,70,27,7,2,0.13,69,15,0,35,0,84,0,0,0,332,0,0,0,0,0,0,0,182.1,0,0,0.76,0.97,0.52,0.06,0.05,0.03,0,0,495
29,CRDA1201,RICER048,1,1,2012-08-10,71,28,7,2,0.14,77,21,0,38,0,98,0,0,0,350,0,0,0,0,0,0,0,180.5,0,0,0.8,0.97,0.52,0.07,0.05,0.04,0,0,512
30,CRDA1201,RICER048,1,1,2012-08-11,72,29,8,2,0.15,87,29,0,42,0,116,0,0,0,372,0,0,0,0,0,0,0,179,0,0,0.83,0.97,0.53,0.07,0.06,0.05,0,0,530
31,CRDA1201,RICER048,1,1,2012-08-12,73,30,8,2,0.17,96,37,0,46,0,133,0,0,0,397,0,0,0,0,0,0,0,177.8,0,0,0.86,0.97,0.53,0.08,0.07,0.05,0,0,548
32,CRDA1201,RICER048,1,1,2012-08-13,74,31,8,2,0.19,108,47,0,51,0,155,0,0,0,425,0,0,0,0,0,0,0,176.5,0,0,0.89,0.97,0.54,0.09,0.07,0.06,0,0,566
33,CRDA1201,RICER048,1,1,2012-08-14,75,32,8,2,0.21,121,58,0,56,0,179,0,0,0,454,0,0,0,0,0,0,0,175.5,0,0,0.92,0.98,0.54,0.09,0.08,0.07,0,0,583
34,CRDA1201,RICER048,1,1,2012-08-15,76,33,9,2,0.23,134,69,0,61,0,203,0,0,0,488,0,0,0,0,0,0,0,174.6,0,0,0.95,0.98,0.55,0.1,0.09,0.08,0,0,601
35,CRDA1201,RICER048,1,1,2012-08-16,77,34,9,2,0.26,148,80,0,67,0,228,0,0,0,522,0,0,0,0,0,0,0,173.9,0,0,0.98,0.99,0.55,0.11,0.1,0.08,0,0,617
36,CRDA1201,RICER048,1,1,2012-08-17,78,35,9,2,0.28,162,92,0,73,0,254,0,0,0,557,0,0,0,0,0,0,0,173.3,0,0,1,0.99,0.56,0.12,0.11,0.09,0,0,634
37,CRDA1201,RICER048,1,1,2012-08-18,79,36,9,2,0.31,181,108,0,81,0,289,0,0,0,596,0,0,0,0,0,0,0,172.6,0,0,1,0.99,0.57,0.13,0.11,0.1,0,0,651
38,CRDA1201,RICER048,1,1,2012-08-19,80,37,10,3,0.33,192,129,0,86,0,321,0,0,0,637,0,0,0,0,0,0,0,172.6,0,0,1,1,0.58,0.14,0.13,0.11,0,0,668
39,CRDA1201,RICER048,1,1,2012-08-20,81,38,10,3,0.36,209,156,0,93,0,365,0,0,0,685,0,0,0,0,0,0,0,172.9,0,0,1,1.01,0.58,0.15,0.13,0.12,0,0,686
40,CRDA1201,RICER048,1,1,2012-08-21,82,39,10,3,0.39,228,184,0,100,0,412,0,0,0,736,0,0,0,0,0,0,0,173.3,0,0,1,1.01,0.59,0.16,0.15,0.13,0,0,704
41,CRDA1201,RICER048,1,1,2012-08-22,83,40,10,3,0.42,245,211,0,107,0,456,0,0,0,788,0,0,0,0,0,0,0,173.5,0,0,1,1.02,0.6,0.17,0.16,0.14,0,0,721
42,CRDA1201,RICER048,1,1,2012-08-23,84,41,10,3,0.46,263,239,0,114,0,501,0,0,0,841,0,0,0,0,0,0,0,173.7,0,0,1,1.02,0.61,0.18,0.17,0.15,0,0,737
43,CRDA1201,RICER048,1,1,2012-08-24,85,42,11,3,0.49,284,270,0,122,0,553,0,0,0,841,0,0,0,0,0,0,0,173.9,0,0,1,1.03,0.62,0.19,0.18,0.16,0,0,755
44,CRDA1201,RICER048,1,1,2012-08-25,86,43,11,3,0.54,309,306,0,131,0,614,0,0,0,841,0,0,0,0,0,0,0,174.2,0,0,1,1.04,0.63,0.2,0.19,0.18,0,0,772
45,CRDA1201,RICER048,1,1,2012-08-26,87,44,11,3,0.55,319,326,0,135,0,645,0,0,0,841,0,0,0,0,0,0,0,174.1,0,0,1,1.05,0.64,0.22,0.21,0.19,0,0,789
46,CRDA1201,RICER048,1,1,2012-08-27,88,45,11,3,0.59,341,361,0,144,0,702,0,0,0,840,0,0,0,0,0,0,0,174.3,0,0,1,1.05,0.64,0.23,0.21,0.2,0,0,806
47,CRDA1201,RICER048,1,1,2012-08-28,89,46,11,3,0.65,370,404,0,155,0,774,0,0,0,840,0,0,0,0,0,0,0,174.6,0,0,1,1.06,0.66,0.24,0.23,0.21,0,0,823
48,CRDA1201,RICER048,1,1,2012-08-29,90,47,12,3,0.7,400,450,0,167,0,849,0,0,0,840,0,0,0,0,0,0,0,174.8,0,0,1,1.08,0.67,0.26,0.24,0.23,0,0,841
49,CRDA1201,RICER048,1,1,2012-08-30,91,48,12,3,0.72,414,477,0,173,0,891,0,0,0,840,0,0,0,0,0,0,0,174.7,0,0,1,1.09,0.69,0.27,0.26,0.25,0,0,858
50,CRDA1201,RICER048,1,1,2012-08-31,92,49,12,3,0.77,442,523,0,184,0,965,0,0,0,839,0,0,0,0,0,0,0,174.8,0,0,1,1.09,0.69,0.28,0.27,0.26,0,0,875
51,CRDA1201,RICER048,1,1,2012-09-01,93,50,12,3,0.82,469,570,0,195,0,1039,0,0,0,839,0,0,0,0,0,0,0,174.8,0,0,1,1.11,0.71,0.3,0.29,0.28,0,0,892
52,CRDA1201,RICER048,1,1,2012-09-02,94,51,12,3,0.84,481,594,0,200,0,1075,0,0,0,838,0,0,0,0,0,0,0,174.6,0,0,1,1.12,0.73,0.32,0.31,0.29,0,0,909
53,CRDA1201,RICER048,1,1,2012-09-03,95,52,12,3,0.89,508,646,0,212,0,1154,0,0,0,838,0,0,0,0,0,0,0,174.5,0,0,1,1.13,0.73,0.33,0.31,0.3,1,0,925
54,CRDA1201,RICER048,1,1,2012-09-04,96,53,13,3,0.94,538,705,0,225,0,1243,0,0,0,837,0,0,0,0,0,0,0,174.5,0,0,1,1.14,0.75,0.35,0.33,0.32,1,0,942
55,CRDA1201,RICER048,1,1,2012-09-05,97,54,13,3,0.96,553,739,0,231,0,1292,0,0,0,836,0,0,0,0,0,0,0,174.2,0,0,1,1.16,0.77,0.37,0.35,0.34,1,0,959
56,CRDA1201,RICER048,1,1,2012-09-06,98,55,13,3,1.01,580,800,0,245,0,1380,0,0,0,836,0,0,0,0,0,0,0,174.1,0,0,1,1.16,0.78,0.38,0.36,0.35,1,0,976
57,CRDA1201,RICER048,1,1,2012-09-07,99,56,13,3,1.06,612,871,0,260,0,1483,0,0,0,835,0,0,0,0,0,0,0,173.9,0,0,1,1.18,0.79,0.4,0.39,0.37,2,0,993
58,CRDA1201,RICER048,1,1,2012-09-08,100,57,13,3,1.09,627,907,0,267,0,1535,0,0,0,834,0,0,0,0,0,0,0,173.6,0,0,1,1.2,0.82,0.42,0.41,0.4,2,0,1010
59,CRDA1201,RICER048,1,1,2012-09-09,101,58,13,3,1.11,642,978,0,279,0,1620,0,0,0,832,0,0,0,0,0,0,0,173.1,0,0,1,1.21,0.83,0.43,0.42,0.41,3,0,1027
60,CRDA1201,RICER048,1,1,2012-09-10,102,59,14,3,1.14,658,1063,0,294,0,1722,0,0,0,831,0,0,0,0,0,0,0,172.7,0,0,1,1.22,0.84,0.45,0.44,0.43,3,0,1044
61,CRDA1201,RICER048,1,1,2012-09-11,103,60,14,3,1.16,675,1151,0,310,0,1826,0,0,0,830,0,0,0,0,0,0,0,172.2,0,0,1,1.24,0.87,0.48,0.47,0.45,4,0,1061
62,CRDA1201,RICER048,1,1,2012-09-12,104,61,14,3,1.19,692,1237,0,325,0,1929,0,0,0,828,0,0,0,0,0,0,0,171.7,0,0,1,1.27,0.89,0.5,0.49,0.48,5,0,1078
63,CRDA1201,RICER048,1,1,2012-09-13,105,62,14,3,1.21,708,1320,0,339,0,2028,0,0,0,827,0,0,0,0,0,0,0,171.2,0,0,1,1.29,0.91,0.53,0.51,0.5,6,0,1096
64,CRDA1201,RICER048,1,1,2012-09-14,106,63,14,3,1.23,721,1380,0,349,0,2101,0,0,0,825,0,0,0,0,0,0,0,170.5,0,0,1,1.3,0.93,0.55,0.54,0.52,7,0,1113
65,CRDA1201,RICER048,1,1,2012-09-15,107,64,14,3,1.25,737,1460,0,362,0,2197,0,0,0,823,0,0,0,0,0,0,0,169.9,0,0,1,1.32,0.95,0.57,0.55,0.54,8,0,1130
66,CRDA1201,RICER048,1,1,2012-09-16,108,65,14,4,1.25,737,1556,0,375,0,2293,0,0,0,811,0,0,0,0,0,0,0,169,0,0,1,1.34,0.97,0.59,0.57,0.56,9,0,1147
67,CRDA1201,RICER048,1,1,2012-09-17,109,66,14,4,1.24,736,1659,0,390,0,2396,0,0,0,797,0,0,0,0,0,0,0,168.2,0,0,1,1.35,0.99,0.61,0.6,0.58,11,0,1164
68,CRDA1201,RICER048,1,1,2012-09-18,110,67,14,4,1.23,736,1741,0,400,0,2477,0,0,0,783,0,0,0,0,0,0,0,167.4,0,0,1,1.37,1.01,0.63,0.62,0.61,13,0,1181
69,CRDA1201,RICER048,1,1,2012-09-19,111,68,14,4,1.23,736,1837,0,413,0,2573,0,0,0,768,0,0,0,0,0,0,0,166.6,0,0,1,1.39,1.02,0.65,0.64,0.63,15,0,1197
70,CRDA1201,RICER048,1,1,2012-09-20,112,69,14,4,1.22,736,1941,0,427,0,2677,0,0,0,753,0,0,0,0,0,0,0,165.7,0,0,1,1.4,1.04,0.67,0.66,0.65,17,0,1214
71,CRDA1201,RICER048,1,1,2012-09-21,113,70,14,4,1.21,736,1990,0,432,0,2725,0,0,0,737,0,0,0,0,0,0,0,164.9,0,0,1,1.42,1.06,0.7,0.68,0.67,19,0,1231
72,CRDA1201,RICER048,1,1,2012-09-22,114,71,14,4,1.21,736,2085,0,444,0,2821,0,0,0,721,0,0,0,0,0,0,0,164,0,0,1,1.43,1.07,0.7,0.69,0.68,21,0,1248
73,CRDA1201,RICER048,1,1,2012-09-23,115,72,14,5,1.2,735,2085,103,451,103,2923,3,NaN,0.035,302,0,0,0,0,0,0,100,163.1,0,0,1,1.45,1.09,0.73,0.71,0.7,24,0,1265
74,CRDA1201,RICER048,1,1,2012-09-24,116,73,14,5,1.19,735,2085,201,457,201,3022,5,NaN,0.067,302,0,0,0,0,0,0,100,162.2,0,0,1,1.46,1.1,0.74,0.73,0.72,26,0,1282
75,CRDA1201,RICER048,1,1,2012-09-25,117,74,14,5,1.19,735,2085,308,465,308,3128,8,NaN,0.098,302,0,0,0,0,0,0,100,161.2,0,0,1,1.47,1.11,0.75,0.74,0.73,29,0,1299
76,CRDA1201,RICER048,1,1,2012-09-26,118,75,14,5,1.18,735,2085,414,472,414,3234,10,NaN,0.128,302,0,0,0,0,0,0,100,160.3,0,0,1,1.48,1.12,0.76,0.75,0.74,32,0,1316
77,CRDA1201,RICER048,1,1,2012-09-27,119,76,14,5,1.17,735,2085,508,478,508,3328,13,NaN,0.153,302,0,0,0,0,0,0,100,159.2,0,0,1,1.49,1.14,0.78,0.77,0.75,35,0,1333
78,CRDA1201,RICER048,1,1,2012-09-28,120,77,14,5,1.16,734,2085,601,483,601,3421,15,NaN,0.176,302,0,0,0,0,0,0,100,158.2,0,0,1,1.49,1.15,0.79,0.78,0.77,39,0,1350
79,CRDA1201,RICER048,1,1,2012-09-29,121,78,14,5,1.15,734,2085,692,488,692,3512,17,NaN,0.197,302,0,0,0,0,0,0,100,157,0,0,1,1.5,1.15,0.8,0.79,0.78,43,0,1367
80,CRDA1201,RICER048,1,1,2012-09-30,122,79,14,5,1.14,734,2085,780,493,780,3599,19,NaN,0.217,302,0,0,0,0,0,0,100,155.9,0,0,1,1.51,1.16,0.81,0.8,0.79,47,0,1384
81,CRDA1201,RICER048,1,1,2012-10-01,123,80,14,5,1.14,734,2085,845,496,845,3665,21,NaN,0.231,302,0,0,0,0,0,0,100,154.7,0,0,1,1.51,1.17,0.82,0.81,0.8,51,0,1401
82,CRDA1201,RICER048,1,1,2012-10-02,124,81,14,5,1.13,734,2085,911,498,911,3729,23,NaN,0.244,302,0,0,0,0,0,0,100,153.4,0,0,1,1.52,1.18,0.83,0.82,0.81,55,0,1418
83,CRDA1201,RICER048,1,1,2012-10-03,125,82,14,5,1.12,733,2085,986,501,986,3805,25,NaN,0.259,302,0,0,0,0,0,0,100,152.1,0,0,1,1.52,1.18,0.83,0.82,0.81,60,0,1434
84,CRDA1201,RICER048,1,1,2012-10-04,126,83,14,5,1.11,733,2085,1062,505,1062,3880,26,NaN,0.274,302,0,0,0,0,0,0,100,150.8,0,0,1,1.53,1.19,0.84,0.83,0.82,65,0,1451
85,CRDA1201,RICER048,1,1,2012-10-05,127,84,14,5,1.09,733,2085,1135,508,1135,3953,28,NaN,0.287,302,0,0,0,0,0,0,100,149.3,0,0,1,1.53,1.19,0.85,0.84,0.83,70,0,1468
86,CRDA1201,RICER048,1,1,2012-10-06,128,85,14,5,1.08,733,2085,1200,510,1200,4018,30,NaN,0.299,302,0,0,0,0,0,0,100,147.8,0,0,1,1.53,1.2,0.86,0.85,0.84,75,0,1485
87,CRDA1201,RICER048,1,1,2012-10-07,129,86,14,5,1.07,732,2085,1273,513,1273,4091,32,NaN,0.311,302,0,0,0,0,0,0,100,146.3,0,0,1,1.54,1.2,0.86,0.85,0.84,81,0,1502
88,CRDA1201,RICER048,1,1,2012-10-08,130,87,14,5,1.06,732,2085,1342,515,1342,4159,33,NaN,0.323,302,0,0,0,0,0,0,100,144.7,0,0,1,1.54,1.21,0.87,0.86,0.85,87,0,1519
89,CRDA1201,RICER048,1,1,2012-10-09,131,88,14,5,1.05,732,2085,1408,518,1408,4225,35,NaN,0.333,302,0,0,0,0,0,0,100,143,0,0,1,1.54,1.22,0.88,0.87,0.86,93,0,1536
90,CRDA1201,RICER048,1,1,2012-10-10,132,89,14,5,1.03,731,2085,1473,520,1473,4289,37,NaN,0.343,302,0,0,0,0,0,0,100,141.2,0,0,1,1.55,1.22,0.88,0.87,0.86,100,0,1553
91,CRDA1201,RICER048,1,1,2012-10-11,133,90,14,5,1.02,731,2085,1527,520,1527,4344,38,NaN,0.352,302,0,0,0,0,0,0,100,139.4,0,0,1,1.55,1.22,0.89,0.88,0.87,107,0,1570
92,CRDA1201,RICER048,1,1,2012-10-12,134,91,14,5,1,724,2085,1579,521,1579,4388,39,NaN,0.36,302,0,0,0,0,0,0,100,138.9,0,0,1,1.55,1.23,0.89,0.88,0.87,114,0,1587
93,CRDA1201,RICER048,1,1,2012-10-13,135,92,14,6,1,724,2085,1579,521,1579,4388,39,NaN,0.36,302,0,0,0,0,0,0,100,138.9,0,0,1,1.55,1.23,0.9,0.89,0.88,114,0,1604
94,CRDA1201,RICER048,1,1,2012-10-14,136,93,14,20,1,724,2085,1579,521,1579,4388,39,NaN,0.36,302,0,0,0,0,0,0,100,138.9,0,0,1,1.55,1.23,0.9,0.89,0.88,114,0,1604
95,CRDA1201,RICER048,1,1,2012-10-15,137,94,14,20,1,724,2085,1579,521,1579,4388,39,NaN,0.36,302,0,0,0,0,0,0,100,138.9,0,0,1,1.55,1.24,0.91,0.9,0.89,114,0,1621
